m,TagName,
"2016-11-01 00:00:00","java","15652"
"2016-11-01 00:00:00","javascript","20518"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11951"
"2016-11-01 00:00:00","python","14184"
"2016-11-01 00:00:00","r","3560"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4364"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","c","2797"
"2016-12-01 00:00:00","c#","10687"
"2016-12-01 00:00:00","c++","5231"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13851"
"2016-12-01 00:00:00","javascript","19807"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11483"
"2016-12-01 00:00:00","python","13053"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3934"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2758"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","c++","5649"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14577"
"2017-01-01 00:00:00","javascript","21405"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12627"
"2017-01-01 00:00:00","python","14277"
"2017-01-01 00:00:00","r","3490"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4339"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11490"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14570"
"2017-02-01 00:00:00","javascript","21185"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12504"
"2017-02-01 00:00:00","python","14778"
"2017-02-01 00:00:00","r","3679"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","swift","4062"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12988"
"2017-03-01 00:00:00","c++","6224"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","java","17312"
"2017-03-01 00:00:00","javascript","23713"
"2017-03-01 00:00:00","perl","412"
"2017-03-01 00:00:00","php","14069"
"2017-03-01 00:00:00","python","17125"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4615"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2855"
"2017-04-01 00:00:00","c#","11091"
"2017-04-01 00:00:00","c++","5878"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","java","15936"
"2017-04-01 00:00:00","javascript","21241"
"2017-04-01 00:00:00","perl","371"
"2017-04-01 00:00:00","php","12421"
"2017-04-01 00:00:00","python","15648"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3915"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2743"
"2017-05-01 00:00:00","c#","11981"
"2017-05-01 00:00:00","c++","5302"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16339"
"2017-05-01 00:00:00","javascript","22394"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13044"
"2017-05-01 00:00:00","python","16180"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4096"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11303"
"2017-06-01 00:00:00","c++","4689"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","573"
"2017-06-01 00:00:00","java","14623"
"2017-06-01 00:00:00","javascript","21583"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11759"
"2017-06-01 00:00:00","python","16027"
"2017-06-01 00:00:00","r","4448"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4200"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2050"
"2017-07-01 00:00:00","c#","11206"
"2017-07-01 00:00:00","c++","5024"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","java","14146"
"2017-07-01 00:00:00","javascript","21608"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11780"
"2017-07-01 00:00:00","python","16913"
"2017-07-01 00:00:00","r","4583"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4349"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2046"
"2017-08-01 00:00:00","c#","10951"
"2017-08-01 00:00:00","c++","4790"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13756"
"2017-08-01 00:00:00","javascript","21350"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11649"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","swift","4179"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9871"
"2017-09-01 00:00:00","c++","4471"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12760"
"2017-09-01 00:00:00","javascript","18997"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10694"
"2017-09-01 00:00:00","python","15452"
"2017-09-01 00:00:00","r","4222"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3773"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2785"
"2017-10-01 00:00:00","c#","10233"
"2017-10-01 00:00:00","c++","5219"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14013"
"2017-10-01 00:00:00","javascript","19864"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10831"
"2017-10-01 00:00:00","python","16938"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3902"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2951"
"2017-11-01 00:00:00","c#","9794"
"2017-11-01 00:00:00","c++","5036"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14180"
"2017-11-01 00:00:00","javascript","19406"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10605"
"2017-11-01 00:00:00","python","16987"
"2017-11-01 00:00:00","r","4510"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3667"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2198"
"2017-12-01 00:00:00","c#","8614"
"2017-12-01 00:00:00","c++","4460"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","526"
"2017-12-01 00:00:00","java","11979"
"2017-12-01 00:00:00","javascript","16974"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9138"
"2017-12-01 00:00:00","python","14942"
"2017-12-01 00:00:00","r","3716"
"2017-12-01 00:00:00","ruby","1021"
"2017-12-01 00:00:00","swift","3202"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c#","9376"
"2018-01-01 00:00:00","c++","4759"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12349"
"2018-01-01 00:00:00","javascript","18910"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10123"
"2018-01-01 00:00:00","python","16243"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1162"
"2018-01-01 00:00:00","swift","3748"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c","2148"
"2018-02-01 00:00:00","c#","8582"
"2018-02-01 00:00:00","c++","4570"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","java","12034"
"2018-02-01 00:00:00","javascript","17216"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9125"
"2018-02-01 00:00:00","python","16317"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3407"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2468"
"2018-03-01 00:00:00","c#","9793"
"2018-03-01 00:00:00","c++","5186"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","605"
"2018-03-01 00:00:00","java","13566"
"2018-03-01 00:00:00","javascript","19154"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9829"
"2018-03-01 00:00:00","python","17909"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4058"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2190"
"2018-04-01 00:00:00","c#","9240"
"2018-04-01 00:00:00","c++","4664"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13493"
"2018-04-01 00:00:00","javascript","17959"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8932"
"2018-04-01 00:00:00","python","16978"
"2018-04-01 00:00:00","r","4734"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3572"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2367"
"2018-05-01 00:00:00","c#","9928"
"2018-05-01 00:00:00","c++","4686"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","632"
"2018-05-01 00:00:00","java","13479"
"2018-05-01 00:00:00","javascript","18069"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9472"
"2018-05-01 00:00:00","python","17572"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3620"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8789"
"2018-06-01 00:00:00","c++","4098"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","java","11795"
"2018-06-01 00:00:00","javascript","17190"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8434"
"2018-06-01 00:00:00","python","16809"
"2018-06-01 00:00:00","r","4486"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3146"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9408"
"2018-07-01 00:00:00","c++","3915"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11762"
"2018-07-01 00:00:00","javascript","17803"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8557"
"2018-07-01 00:00:00","python","17930"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3674"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1681"
"2018-08-01 00:00:00","c#","9484"
"2018-08-01 00:00:00","c++","3903"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","708"
"2018-08-01 00:00:00","java","11311"
"2018-08-01 00:00:00","javascript","17862"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8481"
"2018-08-01 00:00:00","python","17726"
"2018-08-01 00:00:00","r","4107"
"2018-08-01 00:00:00","ruby","880"
"2018-08-01 00:00:00","swift","3574"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","677"
"2018-09-01 00:00:00","java","10723"
"2018-09-01 00:00:00","javascript","16007"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7664"
"2018-09-01 00:00:00","python","15988"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","ruby","779"
"2018-09-01 00:00:00","swift","3140"
"2018-10-01 00:00:00","assembly","322"
"2018-10-01 00:00:00","c","2449"
"2018-10-01 00:00:00","c#","9333"
"2018-10-01 00:00:00","c++","4312"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","go","793"
"2018-10-01 00:00:00","java","12502"
"2018-10-01 00:00:00","javascript","17413"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8162"
"2018-10-01 00:00:00","python","18141"
"2018-10-01 00:00:00","r","4359"
"2018-10-01 00:00:00","ruby","898"
"2018-10-01 00:00:00","swift","3272"
"2018-11-01 00:00:00","assembly","303"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8475"
"2018-11-01 00:00:00","c++","4345"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","718"
"2018-11-01 00:00:00","java","11709"
"2018-11-01 00:00:00","javascript","16170"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7087"
"2018-11-01 00:00:00","python","18004"
"2018-11-01 00:00:00","r","4234"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2983"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","c","2195"
"2018-12-01 00:00:00","c#","7545"
"2018-12-01 00:00:00","c++","3558"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10444"
"2018-12-01 00:00:00","javascript","14277"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6207"
"2018-12-01 00:00:00","python","15724"
"2018-12-01 00:00:00","r","3400"
"2018-12-01 00:00:00","ruby","809"
"2018-12-01 00:00:00","swift","2784"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2287"
"2019-01-01 00:00:00","c#","8754"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","661"
"2019-01-01 00:00:00","java","11025"
"2019-01-01 00:00:00","javascript","16012"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7175"
"2019-01-01 00:00:00","python","16936"
"2019-01-01 00:00:00","r","3948"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2909"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2056"
"2019-02-01 00:00:00","c#","8355"
"2019-02-01 00:00:00","c++","3735"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10992"
"2019-02-01 00:00:00","javascript","15691"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7283"
"2019-02-01 00:00:00","python","17515"
"2019-02-01 00:00:00","r","4253"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2686"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","c","2382"
"2019-03-01 00:00:00","c#","8960"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","go","724"
"2019-03-01 00:00:00","java","12048"
"2019-03-01 00:00:00","javascript","17321"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7787"
"2019-03-01 00:00:00","python","19897"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2952"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9121"
"2019-04-01 00:00:00","c++","4376"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11171"
"2019-04-01 00:00:00","javascript","16170"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7161"
"2019-04-01 00:00:00","python","19814"
"2019-04-01 00:00:00","r","4597"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3079"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","c#","9025"
"2019-05-01 00:00:00","c++","4123"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11103"
"2019-05-01 00:00:00","javascript","16138"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6949"
"2019-05-01 00:00:00","python","18902"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","758"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","200"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7607"
"2019-06-01 00:00:00","c++","3642"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","527"
"2019-06-01 00:00:00","java","9639"
"2019-06-01 00:00:00","javascript","14810"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6009"
"2019-06-01 00:00:00","python","17229"
"2019-06-01 00:00:00","r","3953"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3088"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c","1756"
"2019-07-01 00:00:00","c#","8446"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","629"
"2019-07-01 00:00:00","java","10830"
"2019-07-01 00:00:00","javascript","16149"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6664"
"2019-07-01 00:00:00","python","19754"
"2019-07-01 00:00:00","r","4204"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3040"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1553"
"2019-08-01 00:00:00","c#","7710"
"2019-08-01 00:00:00","c++","3291"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","632"
"2019-08-01 00:00:00","java","9088"
"2019-08-01 00:00:00","javascript","15221"
"2019-08-01 00:00:00","perl","194"
"2019-08-01 00:00:00","php","5811"
"2019-08-01 00:00:00","python","18039"
"2019-08-01 00:00:00","r","3951"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2542"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7841"
"2019-09-01 00:00:00","c++","3780"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","621"
"2019-09-01 00:00:00","java","9681"
"2019-09-01 00:00:00","javascript","14884"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5573"
"2019-09-01 00:00:00","python","16877"
"2019-09-01 00:00:00","r","3939"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2478"
"2019-10-01 00:00:00","c#","8411"
"2019-10-01 00:00:00","c++","4840"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","637"
"2019-10-01 00:00:00","java","11215"
"2019-10-01 00:00:00","javascript","15986"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6074"
"2019-10-01 00:00:00","python","20451"
"2019-10-01 00:00:00","r","4386"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3098"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8022"
"2019-11-01 00:00:00","c++","4731"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","606"
"2019-11-01 00:00:00","java","10331"
"2019-11-01 00:00:00","javascript","15749"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6088"
"2019-11-01 00:00:00","python","20609"
"2019-11-01 00:00:00","r","4290"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2883"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2148"
"2019-12-01 00:00:00","c#","7213"
"2019-12-01 00:00:00","c++","4206"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","618"
"2019-12-01 00:00:00","java","9042"
"2019-12-01 00:00:00","javascript","14317"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5235"
"2019-12-01 00:00:00","python","18113"
"2019-12-01 00:00:00","r","3743"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2665"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7812"
"2020-01-01 00:00:00","c++","4238"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","651"
"2020-01-01 00:00:00","java","9966"
"2020-01-01 00:00:00","javascript","16030"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5909"
"2020-01-01 00:00:00","python","19988"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2899"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","c","1983"
"2020-02-01 00:00:00","c#","7718"
"2020-02-01 00:00:00","c++","4097"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","java","10058"
"2020-02-01 00:00:00","javascript","15754"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5691"
"2020-02-01 00:00:00","python","20056"
"2020-02-01 00:00:00","r","4688"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2763"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7787"
"2020-03-01 00:00:00","c++","4647"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11073"
"2020-03-01 00:00:00","javascript","17587"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","php","5686"
"2020-03-01 00:00:00","python","22722"
"2020-03-01 00:00:00","r","5124"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2912"
"2020-04-01 00:00:00","assembly","379"
"2020-04-01 00:00:00","c","3253"
"2020-04-01 00:00:00","c#","8588"
"2020-04-01 00:00:00","c++","6231"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","797"
"2020-04-01 00:00:00","java","12640"
"2020-04-01 00:00:00","javascript","20924"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6658"
"2020-04-01 00:00:00","python","27655"
"2020-04-01 00:00:00","r","6174"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3454"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3378"
"2020-05-01 00:00:00","c#","8607"
"2020-05-01 00:00:00","c++","6427"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","760"
"2020-05-01 00:00:00","java","12041"
"2020-05-01 00:00:00","javascript","21502"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6549"
"2020-05-01 00:00:00","python","29495"
"2020-05-01 00:00:00","r","6015"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3528"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2600"
"2020-06-01 00:00:00","c#","7908"
"2020-06-01 00:00:00","c++","5635"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10840"
"2020-06-01 00:00:00","javascript","19862"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","php","5954"
"2020-06-01 00:00:00","python","27146"
"2020-06-01 00:00:00","r","5438"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3171"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2103"
"2020-07-01 00:00:00","c#","7827"
"2020-07-01 00:00:00","c++","5176"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","go","644"
"2020-07-01 00:00:00","java","10467"
"2020-07-01 00:00:00","javascript","19925"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5972"
"2020-07-01 00:00:00","python","26308"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2993"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1899"
"2020-08-01 00:00:00","c#","7084"
"2020-08-01 00:00:00","c++","4792"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","java","9333"
"2020-08-01 00:00:00","javascript","18077"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","5001"
"2020-08-01 00:00:00","python","23102"
"2020-08-01 00:00:00","r","4499"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2689"
"2020-09-01 00:00:00","assembly","297"
"2020-09-01 00:00:00","c","2167"
"2020-09-01 00:00:00","c#","6478"
"2020-09-01 00:00:00","c++","3932"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","732"
"2020-09-01 00:00:00","java","8964"
"2020-09-01 00:00:00","javascript","16800"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4794"
"2020-09-01 00:00:00","python","21793"
"2020-09-01 00:00:00","r","4767"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2575"
"2020-10-01 00:00:00","assembly","346"
"2020-10-01 00:00:00","c","2387"
"2020-10-01 00:00:00","c#","6212"
"2020-10-01 00:00:00","c++","4338"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","594"
"2020-10-01 00:00:00","java","8966"
"2020-10-01 00:00:00","javascript","16475"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4600"
"2020-10-01 00:00:00","python","22846"
"2020-10-01 00:00:00","r","5072"
"2020-10-01 00:00:00","ruby","495"
"2020-10-01 00:00:00","swift","2351"
"2020-11-01 00:00:00","assembly","378"
"2020-11-01 00:00:00","c","2714"
"2020-11-01 00:00:00","c#","5993"
"2020-11-01 00:00:00","c++","4344"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","538"
"2020-11-01 00:00:00","java","8520"
"2020-11-01 00:00:00","javascript","15563"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4642"
"2020-11-01 00:00:00","python","22251"
"2020-11-01 00:00:00","r","4810"
"2020-11-01 00:00:00","ruby","504"
"2020-11-01 00:00:00","swift","2171"
"2020-12-01 00:00:00","assembly","298"
